City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
546,Somerset,US,40.5668,-74.5496,64.87,94,100,6.91,thunderstorm with heavy rain
547,Akyab,MM,20.15,92.9,79.25,86,100,3.91,light rain
548,Naryan-Mar,RU,67.6713,53.087,29.73,79,100,8.05,overcast clouds
549,Marsa Matruh,EG,31.3525,27.2453,75.0,72,6,8.75,clear sky
550,Saquarema,BR,-22.92,-42.5103,65.84,88,7,12.1,clear sky
551,Sandwick,GB,60.0,-1.25,48.02,76,100,16.11,overcast clouds
552,Pangoa,PE,-12.1167,-73.0,68.27,98,100,3.2,overcast clouds
553,Bethanien,NA,-26.502,17.1583,57.16,33,19,4.59,few clouds
554,Juterbog,DE,51.9833,13.0833,52.45,88,100,4.5,light rain
555,Durban,ZA,-29.8579,31.0292,72.01,84,5,7.0,clear sky
556,Bonfim,BR,3.0833,-59.95,80.29,67,60,6.53,broken clouds
557,Hualmay,PE,-11.0964,-77.6139,61.66,81,63,10.31,broken clouds
558,Affery,CI,6.315,-3.9603,71.83,100,99,2.48,light rain
559,Ouesso,CG,1.6136,16.0517,70.14,94,81,2.46,broken clouds
560,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.62,80,1,9.66,clear sky
561,Zenzeli,RU,45.9241,47.0474,55.94,53,2,9.89,clear sky
562,Cape Canaveral,US,28.4058,-80.6048,84.27,80,20,11.5,few clouds
563,Lerwick,GB,60.1545,-1.1494,48.2,78,98,22.68,overcast clouds
564,Kensington,AU,-33.9167,151.2167,65.97,64,75,5.75,broken clouds
565,Marystown,CA,47.1666,-55.1483,51.85,100,0,1.01,clear sky
566,Bobcaygeon,CA,44.5462,-78.542,54.88,98,100,2.62,light rain
567,Matay,EG,28.419,30.7792,81.61,46,0,9.37,clear sky
568,Sambava,MG,-14.2667,50.1667,69.96,81,87,11.1,light rain
569,Koroni,GR,36.8,21.95,65.07,57,37,6.91,scattered clouds
570,Iracoubo,GF,5.4802,-53.2011,79.63,83,6,12.5,clear sky
571,Chimoio,MZ,-19.1164,33.4833,63.75,72,0,1.45,clear sky
572,Umea,SE,63.8284,20.2597,49.93,87,100,5.75,overcast clouds
573,Oktyabrskoye,RU,43.0645,44.7417,39.34,93,0,2.24,clear sky
574,Umm Bab,QA,25.2142,50.8072,85.96,70,5,10.13,clear sky
575,Brive-La-Gaillarde,FR,45.25,1.5,48.83,59,4,1.63,clear sky
576,Oranjemund,NA,-28.55,16.4333,53.37,84,1,7.29,clear sky
577,Tamale,GH,9.4008,-0.8393,74.73,90,100,1.92,overcast clouds
578,Shache,CN,38.4167,77.2406,65.71,42,0,3.96,clear sky
579,Fredericton,CA,45.9454,-66.6656,59.83,76,100,5.77,overcast clouds
580,Umba,RU,66.6871,34.3429,43.56,89,100,8.01,light rain
581,Puerto Leguizamo,CO,-0.1934,-74.7819,77.97,71,100,0.89,overcast clouds
582,Hopfgarten,DE,50.9833,11.2667,51.44,95,100,4.52,overcast clouds
583,Morgantown,US,39.6295,-79.9559,68.85,68,100,6.91,overcast clouds
584,Liwale,TZ,-9.7667,37.9333,65.26,92,16,2.75,few clouds
585,Pizarro,CO,4.9533,-77.366,78.1,85,100,5.03,light rain
586,Anloga,GH,5.7947,0.8973,77.36,87,100,15.41,overcast clouds
587,Luxor,EG,25.6989,32.6421,85.8,20,0,2.55,clear sky
588,Puerto El Triunfo,SV,13.2833,-88.55,79.03,88,100,3.89,overcast clouds
589,Dawlatabad,AF,36.4141,64.9053,67.64,21,0,3.42,clear sky
590,Carutapera,BR,-1.195,-46.02,78.67,76,5,9.6,clear sky
591,Hobyo,SO,5.3505,48.5268,76.14,86,18,16.69,few clouds
592,Segou,ML,13.4317,-6.2157,79.77,64,11,5.21,few clouds
593,Doha,QA,25.2867,51.5333,87.78,76,0,6.91,clear sky
594,Agucadoura,PT,41.4318,-8.7804,65.25,67,0,8.28,clear sky
595,Kongolo,CD,-5.3833,27.0,72.93,70,44,2.24,scattered clouds
596,Alvaraes,BR,-3.2208,-64.8042,77.27,80,5,3.09,clear sky
597,Mittersill,AT,47.2667,12.4833,50.05,97,100,1.16,overcast clouds
598,Dubti,ET,11.7361,41.0853,84.24,51,39,8.77,scattered clouds
599,Marrakesh,MA,31.6315,-8.0083,64.47,88,75,5.75,broken clouds
600,Ampanihy,MG,-24.7,44.75,69.8,59,0,7.2,clear sky
601,San Antonio,US,29.4241,-98.4936,88.66,55,0,11.5,clear sky
602,Gaillac,FR,43.9016,1.8969,54.91,81,5,1.21,clear sky
603,Leh,IN,34.1667,77.5833,42.12,93,100,3.56,overcast clouds
604,Nhamunda,BR,-2.1861,-56.7131,82.6,44,15,2.66,few clouds
605,Urucui,BR,-7.2294,-44.5561,77.79,72,2,1.86,clear sky
606,Menongue,AO,-14.6585,17.691,67.84,63,32,5.59,scattered clouds
607,Surt,LY,31.2089,16.5887,74.46,74,1,12.35,clear sky
608,Salaya,IN,22.3167,69.6,78.8,73,83,7.52,broken clouds
609,Shenavan,AM,40.0549,43.9288,50.58,57,0,6.91,clear sky
610,Igrim,RU,63.1906,64.4162,27.41,79,9,5.08,clear sky
611,Karachi,PK,24.9056,67.0822,78.62,89,75,3.44,mist
612,Pozo Colorado,PY,-23.4923,-58.7972,65.3,88,19,10.47,few clouds
613,Springbok,ZA,-29.6643,17.8865,41.5,93,100,4.09,overcast clouds
614,Sevierville,US,35.8681,-83.5618,68.29,91,100,14.97,overcast clouds
615,Temiscaming,CA,46.7212,-79.0971,53.11,87,100,3.44,light rain
616,Masakin,TN,35.7292,10.5808,78.26,65,20,4.61,few clouds
617,Kitui,KE,-1.367,38.0106,61.99,90,59,9.71,broken clouds
618,Nalut,LY,30.3333,10.85,77.23,35,3,10.67,clear sky
619,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,88,40,8.05,scattered clouds
620,Puerto Asis,CO,0.5133,-76.5007,75.96,68,100,0.54,overcast clouds
621,Itarema,BR,-2.9248,-39.9167,78.21,78,4,14.12,clear sky
622,Povenets,RU,62.8487,34.8262,45.07,94,100,5.35,overcast clouds
623,Santa Maria Do Suacui,BR,-18.1903,-42.4142,64.51,85,35,3.56,scattered clouds
624,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,97,100,16.11,mist
625,Trairi,BR,-3.2778,-39.2689,77.86,79,0,10.04,clear sky
626,Jardim,BR,-21.4803,-56.1381,71.01,89,100,6.31,overcast clouds
627,Monkey Bay,MW,-14.0728,34.9201,76.23,59,0,4.65,clear sky
628,Sfantu Gheorghe,RO,45.8667,25.7833,55.27,65,100,2.04,overcast clouds
629,Derzhavinsk,KZ,51.1,66.3167,59.34,79,100,17.13,overcast clouds
630,Poros,GR,37.4994,23.4536,63.86,60,8,2.73,clear sky
631,Pimentel,PE,-6.8367,-79.9342,62.08,84,76,15.01,broken clouds
632,Mogadouro,PT,41.3403,-6.7119,52.25,58,0,8.05,clear sky
633,Saint-Louis,SN,16.3333,-15.0,84.45,64,99,6.38,light rain
634,Bloemfontein,ZA,-29.1211,26.214,58.48,82,94,5.75,overcast clouds
635,Nara,JP,34.6851,135.8049,83.5,41,7,2.1,clear sky
636,Tashla,RU,51.7716,52.7427,45.09,91,16,10.67,few clouds
637,Paracuru,BR,-3.41,-39.0306,80.11,79,0,11.61,clear sky
638,Come,BJ,6.4076,1.882,75.13,93,100,7.43,moderate rain
639,Yarmouth,US,41.7057,-70.2286,68.47,89,20,8.05,few clouds
640,Awassa,ET,7.05,38.4667,58.17,95,86,1.99,light rain
641,Chopda,IN,21.25,75.3,73.76,85,100,4.63,overcast clouds
642,Ati,TD,13.2154,18.3353,84.72,58,94,5.82,overcast clouds
643,Saramech,AM,40.7749,44.2222,34.38,74,0,2.68,clear sky
644,Santa Cruz De La Palma,ES,28.6835,-17.7642,72.14,94,100,16.11,mist
645,Kristiansund,NO,63.1115,7.732,54.25,58,100,6.91,overcast clouds
646,Syzran,RU,53.1585,48.4681,47.34,82,100,9.62,overcast clouds
647,Mao,ES,39.8885,4.2658,64.96,88,40,12.66,moderate rain
648,Rudbar,AF,30.15,62.6,70.59,22,5,6.55,clear sky
649,Channel-Port Aux Basques,CA,47.5702,-59.1367,55.62,81,15,8.99,few clouds
650,Road Town,VG,18.4167,-64.6167,82.49,83,20,9.22,few clouds
651,Grand Baie,MU,-20.0182,57.5802,69.46,75,1,4.0,clear sky
652,Jacqueville,CI,5.2052,-4.4146,75.43,89,73,11.83,light rain
653,Sokode,TG,8.9833,1.1333,70.83,95,100,2.48,light rain
654,Franklin,US,39.9667,-83.0166,63.23,78,75,9.22,broken clouds
655,Billund,DK,55.7335,9.1078,51.4,93,100,4.61,light rain
656,Mangochi,MW,-14.4782,35.2645,72.09,54,5,2.84,clear sky
657,Rapar,IN,23.5667,70.6333,78.35,69,89,5.77,overcast clouds
658,Ulcinj,ME,41.9294,19.2244,67.98,87,100,11.81,light rain
659,Shymkent,KZ,42.3,69.6,61.39,34,0,11.18,clear sky
660,Nizamabad,IN,18.6667,78.1167,72.27,91,43,1.63,scattered clouds
661,Copiapo,CL,-27.3667,-70.3333,47.89,58,5,3.87,clear sky
662,Ropczyce,PL,50.0523,21.6089,53.82,93,100,3.91,overcast clouds
663,Dhoraji,IN,21.7333,70.45,73.33,86,34,3.51,scattered clouds
664,Kautokeino,NO,69.0125,23.0412,36.64,92,17,9.06,few clouds
665,Onega,RU,63.9061,38.1404,43.21,94,100,6.69,overcast clouds
666,Kargopol,RU,61.5071,38.9456,43.56,99,100,5.5,overcast clouds
667,Rundu,NA,-17.9333,19.7667,75.27,19,66,9.13,broken clouds
668,Mweka,CD,-4.85,21.5667,67.93,95,100,0.4,overcast clouds
669,Iquique,CL,-20.2208,-70.1431,59.04,80,35,4.16,scattered clouds
670,Pucallpa,PE,-8.3791,-74.5539,84.24,65,40,2.3,scattered clouds
671,Carhuamayo,PE,-10.9167,-76.0333,37.06,91,100,1.12,overcast clouds
672,Zuenoula,CI,7.4292,-6.0431,69.78,98,100,4.7,overcast clouds
673,Calama,CL,-22.4667,-68.9333,46.89,10,0,4.61,clear sky
674,Ronneby,SE,56.21,15.276,52.3,100,100,3.44,overcast clouds
675,Sao Joao De Meriti,BR,-22.8039,-43.3722,71.89,73,40,12.66,scattered clouds
676,Sumbe,AO,-11.2061,13.8437,70.92,88,100,6.35,overcast clouds
677,Awbari,LY,26.5921,12.7805,80.65,32,0,13.04,clear sky
678,Mtwara,TZ,-10.2667,40.1833,72.57,89,32,1.63,scattered clouds
679,Beckley,US,37.7782,-81.1882,61.21,91,0,4.61,clear sky
680,Oistins,BB,13.0667,-59.5333,80.69,89,20,16.11,few clouds
681,Ordzhonikidze,KZ,52.4411,61.7408,50.9,72,0,17.34,clear sky
682,Sompeta,IN,18.9333,84.6,79.92,84,100,4.12,overcast clouds
683,Moussoro,TD,13.6408,16.4901,86.58,50,45,6.62,scattered clouds
684,Pleshanovo,RU,52.8333,53.4833,49.6,85,100,8.16,overcast clouds
